,起飞机场坐标,降落机场坐标,飞行路径
2370,"(108.6, 34.43)","(119.73, 32.57)","[[(108.6, 34.43), (109.7, 33.74), (110.86, 33.54), (112.55, 32.92), (113.64, 32.35), (115.73, 32.88), (117.3, 31.78), (119.04, 31.65), (119.71, 31.94), (119.76, 32.25), (119.73, 32.57)]]"
2371,"(123.82, 45.56)","(109.75, 38.36)","[[(123.82, 45.56), (124.12, 44.56), (122.2, 43.56), (118.25, 42.18), (113.5, 42.1), (111.9, 40.73), (111.84, 39.99), (109.38, 38.74), (109.75, 38.36)]]"
2372,"(116.7, 40.15)","(118.75, 37.52)","[[(116.7, 40.15), (116.67, 38.64), (117.04, 37.21), (118.79, 37.53), (118.75, 37.52)]]"
2373,"(112.41, 34.61)","(109.87, 39.51)","[[(112.41, 34.61), (112.4, 34.74), (112.62, 37.75), (112.35, 37.77), (111.5, 37.86), (110.41, 38.95), (109.87, 39.51)]]"
2374,"(114.73, 25.83)","(118.83, 31.77)","[[(114.73, 25.83), (114.88, 25.81), (115.65, 27.76), (117.3, 31.78), (117.58, 31.61), (118.18, 31.67), (118.83, 31.77)]]"
2375,"(110.37, 21.22)","(118.12, 24.52)","[[(110.37, 21.22), (110.33, 21.13), (112.48, 23.07), (113.19, 23.02), (114.85, 24.28), (116.44, 24.16), (117.5, 24.14), (118.12, 24.52)]]"
2376,"(103.61, 36.51)","(120.2, 33.41)","[[(103.61, 36.51), (104.66, 36.03), (107.77, 35.21), (108.53, 34.6), (110.86, 33.54), (112.55, 32.92), (113.64, 32.35), (117.2, 33.95), (117.55, 34.06), (118.27, 33.97), (120.2, 33.42), (120.2, 33.41)]]"
2377,"(113.92, 22.31)","(114.2, 30.81)","[[(113.92, 22.31), (113.69, 29.91), (114.2, 30.81)]]"
2378,"(100.23, 26.71)","(106.81, 26.55)","[[(100.23, 26.71), (100.72, 26.67), (101.8, 26.53), (104.28, 26.86), (105.03, 26.64), (106.03, 27.04), (106.81, 26.55)], [(100.23, 26.71), (100.72, 26.67), (101.8, 26.53), (104.28, 26.86), (106.03, 27.04), (106.81, 26.55)]]"
2379,"(106.81, 26.55)","(121.46, 29.82)","[[(106.81, 26.55), (108.37, 26.58), (109.34, 27.33), (117.3, 28.92), (117.81, 29.35), (118.25, 29.74), (120.81, 29.6), (121.33, 29.9), (121.46, 29.82)]]"
2380,"(113.21, 28.2)","(110.47, 29.1)","[[(113.21, 28.2), (112.21, 28.07), (110.41, 29.09), (110.47, 29.1)]]"
2381,"(113.75, 34.56)","(114.6, 23.06)","[[(113.75, 34.56), (114.72, 33.21), (114.43, 31.32), (113.85, 23.09), (114.56, 23.05), (114.6, 23.06)], [(113.75, 34.56), (114.72, 33.21), (113.52, 27.65), (113.85, 23.09), (114.56, 23.05), (114.6, 23.06)], [(113.75, 34.56), (114.72, 33.21), (113.85, 23.09), (114.56, 23.05), (114.6, 23.06)], [(113.75, 34.56), (114.72, 33.21), (114.43, 31.32), (113.52, 27.65), (113.85, 23.09), (114.56, 23.05), (114.6, 23.06)]]"
2382,"(114.7, 38.27)","(105.77, 32.4)","[[(114.7, 38.27), (114.04, 38.42), (112.35, 37.77), (109.18, 36.49), (109.14, 35.85), (108.71, 34.76), (107.5, 32.81), (106.67, 32.31), (105.69, 32.39), (105.77, 32.4)]]"
2383,"(112.41, 34.61)","(110.05, 25.2)","[[(112.41, 34.61), (112.4, 34.74), (111.59, 27.17), (110.48, 25.56), (110.05, 25.2)]]"
2384,"(123.51, 43.87)","(106.6, 29.73)","[[(123.51, 43.87), (125.85, 43.77), (122.2, 43.56), (118.25, 42.18), (113.5, 42.1), (111.9, 40.73), (111.84, 39.99), (109.14, 35.85), (108.71, 34.76), (108.09, 33.41), (107.77, 32.17), (107.39, 31.37), (106.76, 30.29), (106.6, 29.73)], [(123.51, 43.87), (125.85, 43.77), (122.2, 43.56), (118.25, 42.18), (113.5, 42.1), (111.9, 40.73), (109.14, 35.85), (108.71, 34.76), (108.09, 33.41), (107.77, 32.17), (107.39, 31.37), (106.76, 30.29), (106.6, 29.73)]]"
2385,"(102.74, 24.96)","(100.23, 26.71)","[[(102.74, 24.96), (101.53, 25.03), (100.72, 26.67), (100.23, 26.71)]]"
2386,"(118.56, 24.81)","(120.35, 36.26)","[[(118.56, 24.81), (118.62, 25.09), (119.55, 26.22), (120.63, 27.75), (121.83, 28.0), (122.45, 31.45), (120.29, 35.98), (120.35, 36.26)]]"
2387,"(122.21, 37.2)","(122.88, 44.68)","[[(122.21, 37.2), (122.23, 37.18), (122.65, 38.1), (122.45, 38.25), (122.62, 39.27), (125.85, 43.77), (127.28, 43.62), (128.55, 44.13), (129.56, 44.51), (122.88, 44.68)]]"
2388,"(115.73, 32.8)","(113.29, 23.4)","[[(115.73, 32.8), (115.73, 32.88), (113.52, 27.65), (114.0, 26.02), (113.68, 24.16), (113.29, 23.4)], [(115.73, 32.8), (115.73, 32.88), (114.55, 32.64), (114.43, 31.32), (113.52, 27.65), (114.0, 26.02), (113.68, 24.16), (113.29, 23.4)], [(115.73, 32.8), (115.73, 32.88), (114.0, 26.02), (113.68, 24.16), (113.29, 23.4)]]"
2389,"(117.39, 39.18)","(113.35, 22.01)","[[(117.39, 39.18), (116.09, 38.66), (114.43, 31.32), (113.52, 27.65), (113.95, 24.11), (113.19, 23.02), (113.47, 22.22), (113.35, 22.01)], [(117.39, 39.18), (116.09, 38.66), (113.52, 27.65), (113.95, 24.11), (113.19, 23.02), (113.47, 22.22), (113.35, 22.01)]]"
2390,"(111.3, 30.71)","(106.81, 26.55)","[[(111.3, 30.71), (111.48, 30.56), (107.38, 29.7), (106.99, 27.47), (106.81, 26.55)]]"
2391,"(123.51, 43.87)","(120.43, 30.2)","[[(123.51, 43.87), (125.85, 43.77), (122.45, 31.45), (120.86, 30.02), (120.5, 30.15), (120.43, 30.2)], [(123.51, 43.87), (125.85, 43.77), (124.16, 41.41), (124.28, 40.26), (121.65, 33.72), (122.63, 31.66), (122.45, 31.45), (120.86, 30.02), (120.5, 30.15), (120.43, 30.2)], [(123.51, 43.87), (125.85, 43.77), (121.65, 33.72), (122.63, 31.66), (122.45, 31.45), (120.86, 30.02), (120.5, 30.15), (120.43, 30.2)], [(123.51, 43.87), (125.85, 43.77), (124.16, 41.41), (124.28, 40.26), (123.33, 37.57), (123.48, 34.09), (121.65, 33.72), (122.63, 31.66), (122.45, 31.45), (120.86, 30.02), (120.5, 30.15), (120.43, 30.2)], [(123.51, 43.87), (125.85, 43.77), (122.63, 31.66), (122.45, 31.45), (120.86, 30.02), (120.5, 30.15), (120.43, 30.2)], [(123.51, 43.87), (125.85, 43.77), (121.65, 33.72), (122.45, 31.45), (120.86, 30.02), (120.5, 30.15), (120.43, 30.2)]]"
2392,"(119.11, 36.66)","(113.8, 22.64)","[[(119.11, 36.66), (119.12, 36.65), (117.21, 36.42), (117.2, 34.09), (117.2, 33.95), (117.3, 31.78), (115.83, 29.1), (115.91, 28.89), (115.65, 27.76), (114.51, 24.31), (113.95, 24.11), (113.19, 23.02), (113.48, 22.88), (113.56, 22.53), (113.81, 22.62), (113.8, 22.64)]]"
2393,"(108.6, 34.43)","(93.66, 42.85)","[[(108.6, 34.43), (107.9, 35.35), (107.69, 35.51), (107.6, 35.8), (104.11, 36.53), (102.44, 37.36), (93.67, 42.84), (93.66, 42.85)]]"
2394,"(120.43, 30.2)","(110.05, 25.2)","[[(120.43, 30.2), (120.2, 30.12), (119.66, 29.76), (112.21, 28.07), (110.48, 25.56), (110.05, 25.2)], [(120.43, 30.2), (119.66, 29.76), (112.21, 28.07), (110.48, 25.56), (110.32, 25.17), (110.05, 25.2)]]"
2395,"(100.23, 26.71)","(117.32, 31.75)","[[(100.23, 26.71), (100.72, 26.67), (101.8, 26.53), (104.28, 26.86), (105.03, 26.64), (114.2, 30.78), (115.88, 31.32), (117.32, 31.75)]]"
2396,"(87.45, 43.97)","(104.72, 31.41)","[[(87.45, 43.97), (87.51, 43.91), (89.69, 44.42), (91.42, 44.03), (91.69, 42.52), (91.85, 41.63), (103.62, 36.54), (104.12, 36.28), (104.37, 31.43), (104.73, 31.43), (104.72, 31.41)], [(87.45, 43.97), (87.51, 43.91), (89.69, 44.42), (91.42, 44.03), (91.69, 42.52), (91.85, 41.63), (103.62, 36.54), (104.37, 31.43), (104.73, 31.43), (104.72, 31.41)], [(87.45, 43.97), (87.51, 43.91), (91.85, 41.63), (103.62, 36.54), (104.12, 36.28), (104.37, 31.43), (104.73, 31.43), (104.72, 31.41)]]"
2397,"(117.39, 39.18)","(114.2, 30.81)","[[(117.39, 39.18), (116.09, 38.66), (114.39, 31.78), (114.2, 30.81)]]"
2398,"(123.48, 41.53)","(101.81, 26.52)","[[(123.48, 41.53), (121.18, 41.58), (120.43, 41.54), (118.25, 42.18), (113.5, 42.1), (111.9, 40.73), (111.84, 39.99), (109.14, 35.85), (108.71, 34.76), (108.09, 33.41), (107.77, 32.17), (105.11, 27.63), (104.28, 26.86), (101.8, 26.53), (101.81, 26.52)], [(123.48, 41.53), (121.18, 41.58), (118.25, 42.18), (113.5, 42.1), (111.9, 40.73), (111.84, 39.99), (109.14, 35.85), (108.71, 34.76), (108.09, 33.41), (107.77, 32.17), (105.11, 27.63), (104.28, 26.86), (101.8, 26.53), (101.81, 26.52)]]"
2399,"(90.93, 29.3)","(114.2, 30.81)","[[(90.93, 29.3), (91.0, 29.3), (91.76, 29.26), (101.53, 30.16), (101.9, 30.78), (104.49, 30.61), (105.0, 30.85), (106.19, 30.81), (111.48, 30.56), (113.19, 30.22), (114.2, 30.81)]]"
2400,"(113.35, 22.01)","(112.1, 32.06)","[[(113.35, 22.01), (113.61, 22.25), (114.03, 22.71), (113.52, 23.41), (113.42, 24.19), (114.43, 31.32), (112.28, 32.08), (112.1, 32.06)]]"
2401,"(80.29, 41.16)","(79.86, 39.13)","[[(80.29, 41.16), (80.29, 41.26), (79.87, 37.03), (79.86, 39.13)]]"
2402,"(102.74, 24.96)","(107.26, 27.81)","[[(102.74, 24.96), (104.01, 25.85), (105.03, 26.64), (106.75, 27.37), (107.24, 27.78), (107.26, 27.81)]]"
2403,"(123.82, 45.56)","(113.21, 28.2)","[[(123.82, 45.56), (125.9, 44.53), (125.89, 43.95), (122.16, 38.69), (121.15, 38.46), (120.54, 37.65), (115.07, 36.42), (114.43, 31.32), (113.64, 29.26), (113.21, 28.2)], [(123.82, 45.56), (125.9, 44.53), (125.89, 43.95), (121.15, 38.46), (115.07, 36.42), (114.43, 31.32), (113.64, 29.26), (113.21, 28.2)], [(123.82, 45.56), (125.9, 44.53), (122.16, 38.69), (121.15, 38.46), (115.07, 36.42), (114.43, 31.32), (113.64, 29.26), (113.21, 28.2)]]"
2404,"(113.6, 40.12)","(117.32, 31.75)","[[(113.6, 40.12), (113.49, 40.06), (114.32, 39.38), (114.34, 39.31), (113.84, 34.52), (114.2, 33.37), (115.73, 32.88), (116.18, 32.57), (117.32, 31.75)]]"
2405,"(118.56, 24.81)","(114.7, 38.27)","[[(118.56, 24.81), (118.11, 25.25), (117.98, 26.54), (117.3, 31.78), (117.2, 33.95), (116.79, 37.22), (116.61, 37.71), (115.82, 37.72), (115.44, 37.96), (114.7, 38.27)]]"
2406,"(108.6, 34.43)","(102.63, 34.83)","[[(108.6, 34.43), (107.9, 35.35), (107.69, 35.51), (107.6, 35.8), (103.62, 36.54), (102.2, 36.05), (102.65, 34.81), (102.63, 34.83)]]"
2407,"(120.21, 30.26)","(117.32, 31.75)","[[(120.21, 30.26), (118.25, 29.74), (117.23, 30.39), (117.28, 31.25), (117.32, 31.75)]]"
2408,"(123.48, 41.53)","(118.4, 35.07)","[[(123.48, 41.53), (123.57, 40.58), (122.16, 38.69), (121.15, 38.46), (120.37, 36.29), (120.29, 35.98), (119.47, 35.18), (118.41, 35.05), (118.4, 35.07)]]"
2409,"(103.94, 30.58)","(86.69, 41.54)","[[(103.94, 30.58), (104.38, 31.25), (104.11, 36.53), (102.44, 37.36), (95.15, 40.2), (94.84, 40.16), (86.0, 40.08), (86.14, 41.61), (86.69, 41.54)], [(103.94, 30.58), (104.38, 31.25), (104.11, 36.53), (102.44, 37.36), (95.15, 40.2), (94.84, 40.16), (86.14, 41.61), (86.69, 41.54)], [(103.94, 30.58), (104.38, 31.25), (102.44, 37.36), (95.15, 40.2), (94.84, 40.16), (86.14, 41.61), (86.69, 41.54)]]"
2410,"(121.36, 37.4)","(103.61, 36.51)","[[(121.36, 37.4), (120.54, 37.65), (109.93, 33.88), (108.85, 34.22), (108.71, 34.76), (107.69, 35.51), (107.6, 35.8), (104.74, 36.4), (103.61, 36.51)]]"
2411,"(110.51, 35.0)","(116.7, 40.15)","[[(110.51, 35.0), (111.03, 35.12), (111.92, 34.87), (114.74, 36.28), (115.8, 38.66), (116.7, 40.15)]]"
2412,"(117.32, 31.75)","(110.51, 35.0)","[[(117.32, 31.75), (116.18, 32.57), (114.65, 33.66), (112.45, 34.11), (112.4, 34.74), (111.03, 35.12), (110.51, 35.0)]]"
2413,"(103.94, 30.58)","(116.36, 35.3)","[[(103.94, 30.58), (104.9, 30.97), (107.19, 32.26), (108.31, 33.32), (109.58, 33.76), (110.86, 33.54), (112.55, 32.92), (113.64, 32.35), (114.39, 32.59), (114.39, 32.65), (114.48, 33.61), (116.35, 35.29), (116.36, 35.3)]]"
2414,"(113.92, 22.31)","(102.74, 24.96)","[[(113.92, 22.31), (106.65, 23.89), (103.74, 24.54), (102.74, 24.96)], [(113.92, 22.31), (103.74, 24.54), (102.74, 24.96)]]"
2415,"(116.7, 40.15)","(118.83, 31.77)","[[(116.7, 40.15), (116.67, 38.64), (117.0, 37.3), (117.22, 36.83), (117.21, 36.42), (118.0, 34.28), (118.58, 32.67), (118.83, 31.77)], [(116.7, 40.15), (116.67, 38.64), (117.22, 36.83), (117.21, 36.42), (118.0, 34.28), (118.58, 32.67), (118.83, 31.77)]]"
2416,"(107.97, 25.45)","(106.81, 26.55)","[[(107.97, 25.45), (107.96, 25.46), (107.88, 26.23), (106.81, 26.55)]]"
2417,"(113.75, 34.56)","(120.94, 32.08)","[[(113.75, 34.56), (114.74, 33.48), (115.44, 32.98), (115.73, 32.88), (117.3, 31.78), (119.04, 31.65), (120.28, 32.2), (120.73, 32.17), (120.98, 32.1), (120.94, 32.08)]]"
2418,"(116.7, 40.15)","(100.23, 26.71)","[[(116.7, 40.15), (115.48, 39.99), (109.14, 35.85), (108.71, 34.76), (107.5, 32.81), (104.75, 31.1), (104.68, 30.12), (100.72, 26.67), (100.23, 26.71)], [(116.7, 40.15), (115.48, 39.99), (109.14, 35.85), (108.71, 34.76), (107.5, 32.81), (100.72, 26.67), (100.23, 26.71)]]"
2419,"(106.81, 26.55)","(87.45, 43.97)","[[(106.81, 26.55), (106.78, 26.79), (105.42, 28.17), (104.3, 29.93), (104.39, 30.87), (104.11, 36.53), (102.44, 37.36), (94.87, 40.31), (89.61, 43.99), (87.98, 44.17), (87.51, 43.91), (87.45, 43.97)], [(106.81, 26.55), (106.78, 26.79), (105.42, 28.17), (104.11, 36.53), (102.44, 37.36), (94.87, 40.31), (89.61, 43.99), (87.98, 44.17), (87.51, 43.91), (87.45, 43.97)], [(106.81, 26.55), (106.78, 26.79), (105.42, 28.17), (104.11, 36.53), (102.44, 37.36), (94.87, 40.31), (87.98, 44.17), (87.51, 43.91), (87.45, 43.97)], [(106.81, 26.55), (106.78, 26.79), (105.42, 28.17), (102.44, 37.36), (94.87, 40.31), (89.61, 43.99), (87.98, 44.17), (87.51, 43.91), (87.45, 43.97)]]"
2420,"(118.83, 31.77)","(120.35, 36.26)","[[(118.83, 31.77), (118.58, 32.67), (118.71, 33.47), (120.29, 35.98), (120.35, 36.26)]]"
2421,"(114.7, 38.27)","(123.48, 41.53)","[[(114.7, 38.27), (115.53, 38.72), (118.5, 39.0), (121.18, 41.58), (123.48, 41.53)], [(114.7, 38.27), (115.53, 38.72), (116.57, 39.19), (118.5, 39.0), (120.43, 41.54), (121.18, 41.58), (123.48, 41.53)]]"
2422,"(118.56, 24.81)","(118.83, 31.77)","[[(118.56, 24.81), (118.62, 25.09), (120.15, 30.48), (119.22, 31.56), (118.83, 31.77)]]"
2423,"(105.49, 27.27)","(113.29, 23.4)","[[(105.49, 27.27), (105.46, 27.26), (106.03, 27.04), (106.79, 26.52), (112.48, 23.07), (113.29, 23.4)], [(105.49, 27.27), (105.46, 27.26), (106.03, 27.04), (106.79, 26.52), (108.16, 23.82), (112.48, 23.07), (113.29, 23.4)]]"
2424,"(105.64, 38.83)","(111.87, 40.82)","[[(105.64, 38.83), (105.57, 38.76), (105.97, 38.48), (106.41, 38.35), (108.33, 39.53), (109.97, 40.42), (110.21, 40.42), (111.87, 40.82)]]"
2425,"(108.6, 34.43)","(87.01, 48.23)",[]
2426,"(121.53, 38.96)","(111.15, 37.68)","[[(121.53, 38.96), (120.21, 38.71), (119.98, 38.43), (117.37, 39.08), (116.57, 39.19), (111.5, 37.86), (111.14, 37.69), (111.15, 37.68)], [(121.53, 38.96), (120.21, 38.71), (119.98, 38.43), (116.57, 39.19), (111.5, 37.86), (111.14, 37.69), (111.15, 37.68)]]"
2427,"(112.58, 33.01)","(103.61, 36.51)","[[(112.58, 33.01), (112.55, 32.92), (109.93, 33.88), (108.85, 34.22), (108.71, 34.76), (107.69, 35.51), (107.6, 35.8), (104.74, 36.4), (103.61, 36.51)], [(112.58, 33.01), (112.55, 32.92), (109.93, 33.88), (108.71, 34.76), (104.74, 36.4), (103.61, 36.51)]]"
2428,"(117.34, 29.3)","(110.46, 19.92)","[[(117.34, 29.3), (117.18, 29.34), (117.3, 28.92), (115.92, 28.43), (115.65, 27.76), (113.86, 23.51), (113.56, 22.53), (113.47, 22.22), (111.83, 21.57), (111.06, 20.95), (110.84, 20.5), (110.46, 19.92)]]"
2429,"(112.66, 37.77)","(109.4, 18.3)","[[(112.66, 37.77), (112.23, 37.1), (111.95, 36.66), (111.59, 27.17), (109.43, 21.58), (109.4, 18.49), (109.4, 18.3)], [(112.66, 37.77), (112.23, 37.1), (111.95, 36.66), (112.88, 35.79), (111.59, 27.17), (109.43, 21.58), (110.14, 20.01), (109.4, 18.49), (109.4, 18.3)]]"
2430,"(106.6, 29.73)","(105.16, 37.57)","[[(106.6, 29.73), (107.05, 30.45), (108.41, 32.08), (108.86, 33.51), (108.71, 34.76), (107.6, 35.8), (105.37, 37.99), (105.13, 37.57), (105.16, 37.57)]]"
2431,"(100.23, 26.71)","(108.6, 34.43)","[[(100.23, 26.71), (100.72, 26.67), (104.29, 28.68), (104.3, 29.93), (104.49, 30.61), (106.06, 31.36), (108.31, 33.32), (108.6, 34.43)]]"
2432,"(123.51, 43.87)","(122.21, 37.2)","[[(123.51, 43.87), (125.85, 43.77), (122.62, 39.27), (122.45, 38.25), (122.65, 38.1), (122.23, 37.18), (122.21, 37.2)]]"
2433,"(113.29, 23.4)","(108.17, 22.61)","[[(113.29, 23.4), (113.33, 22.62), (110.33, 21.13), (108.15, 22.59), (108.17, 22.61)], [(113.29, 23.4), (113.33, 22.62), (108.15, 22.59), (108.17, 22.61)]]"
2434,"(123.26, 42.84)","(116.7, 40.15)","[[(123.26, 42.84), (129.45, 42.88), (124.6, 41.98), (123.29, 41.51), (118.44, 41.5), (117.04, 40.74), (116.7, 40.15)]]"
2435,"(108.6, 34.43)","(113.55, 22.14)","[[(108.6, 34.43), (108.31, 33.32), (107.02, 26.93), (109.03, 26.43), (109.61, 25.77), (113.19, 23.02), (113.48, 22.88), (113.64, 22.28), (113.55, 22.14)]]"
2436,"(103.61, 36.51)","(121.53, 38.96)","[[(103.61, 36.51), (104.61, 37.21), (105.13, 37.57), (106.41, 38.35), (112.35, 37.77), (112.9, 37.72), (116.57, 39.19), (119.96, 38.66), (120.52, 38.47), (121.53, 38.96)]]"
2437,"(100.96, 21.95)","(105.56, 26.14)","[[(100.96, 21.95), (100.97, 22.72), (102.52, 25.08), (103.61, 25.53), (105.88, 26.26), (105.56, 26.14)]]"
2438,"(116.7, 40.15)","(125.15, 46.76)","[[(116.7, 40.15), (116.8, 40.76), (122.2, 43.56), (123.08, 44.81), (125.13, 46.77), (125.15, 46.76)]]"
2439,"(108.17, 22.61)","(117.32, 31.75)","[[(108.17, 22.61), (108.15, 22.59), (115.88, 31.32), (117.32, 31.75)]]"
2440,"(102.19, 27.95)","(94.34, 29.31)","[[(102.19, 27.95), (102.17, 27.74), (100.05, 29.36), (99.1, 30.01), (96.42, 30.98), (94.2, 30.51), (93.94, 29.9), (94.34, 29.31)]]"
2441,"(102.05, 36.53)","(111.87, 40.82)","[[(102.05, 36.53), (102.87, 36.52), (103.62, 36.54), (105.13, 37.57), (106.41, 38.35), (108.33, 39.53), (109.97, 40.42), (110.21, 40.42), (111.87, 40.82)]]"
2442,"(109.93, 27.56)","(110.46, 19.92)","[[(109.93, 27.56), (109.71, 27.45), (109.26, 26.16), (109.61, 25.77), (109.43, 21.58), (110.14, 20.01), (110.46, 19.92)]]"
2443,"(106.81, 26.55)","(104.9, 24.64)","[[(106.81, 26.55), (106.78, 26.79), (106.38, 27.2), (105.38, 25.63), (104.9, 24.64)]]"
2444,"(123.28, 47.42)","(121.53, 38.96)","[[(123.28, 47.42), (130.46, 46.84), (126.26, 45.63), (122.33, 38.9), (121.53, 38.96)], [(123.28, 47.42), (130.46, 46.84), (126.26, 45.63), (124.16, 41.41), (122.33, 38.9), (121.53, 38.96)]]"
2445,"(101.81, 26.52)","(108.6, 34.43)","[[(101.81, 26.52), (101.8, 26.53), (103.43, 26.75), (104.29, 28.68), (104.3, 29.93), (104.49, 30.61), (106.06, 31.36), (108.31, 33.32), (108.6, 34.43)]]"
2446,"(115.76, 23.42)","(116.7, 40.15)","[[(115.76, 23.42), (116.44, 24.16), (117.5, 24.14), (117.3, 31.78), (117.2, 33.95), (116.79, 37.22), (116.38, 38.65), (116.7, 40.15)], [(115.76, 23.42), (116.44, 24.16), (117.5, 24.14), (118.02, 24.57), (117.21, 29.99), (117.3, 31.78), (117.2, 33.95), (116.79, 37.22), (116.38, 38.65), (116.7, 40.15)], [(115.76, 23.42), (116.44, 24.16), (117.5, 24.14), (117.21, 29.99), (117.3, 31.78), (117.2, 33.95), (116.79, 37.22), (116.38, 38.65), (116.7, 40.15)], [(115.76, 23.42), (116.44, 24.16), (117.3, 31.78), (117.2, 33.95), (116.79, 37.22), (116.38, 38.65), (116.7, 40.15)]]"
2447,"(121.81, 31.15)","(118.56, 24.81)","[[(121.81, 31.15), (122.36, 29.93), (121.83, 28.0), (120.63, 27.75), (119.55, 26.22), (118.62, 25.09), (118.56, 24.81)], [(121.81, 31.15), (122.36, 29.93), (120.63, 27.75), (119.55, 26.22), (118.62, 25.09), (118.56, 24.81)]]"
2448,"(100.23, 26.71)","(104.59, 28.82)","[[(100.23, 26.71), (100.27, 26.77), (100.72, 26.67), (104.59, 28.82)]]"
2449,"(120.85, 27.91)","(103.94, 30.58)","[[(120.85, 27.91), (120.63, 27.75), (119.56, 28.1), (117.48, 28.99), (112.21, 28.07), (110.41, 29.09), (108.65, 30.04), (104.95, 30.66), (103.94, 30.58)], [(120.85, 27.91), (120.63, 27.75), (119.56, 28.1), (112.21, 28.07), (110.41, 29.09), (108.65, 30.04), (104.95, 30.66), (103.94, 30.58)]]"
2450,"(109.03, 29.94)","(108.6, 34.43)","[[(109.03, 29.94), (109.6, 30.29), (109.93, 33.88), (108.6, 34.43)]]"
2451,"(102.74, 24.96)","(107.44, 31.1)","[[(102.74, 24.96), (103.29, 26.5), (103.75, 27.32), (105.11, 27.63), (106.85, 30.2), (107.44, 31.16), (107.44, 31.1)]]"
2452,"(120.94, 32.08)","(108.17, 22.61)","[[(120.94, 32.08), (120.98, 32.1), (120.73, 32.17), (120.28, 32.2), (119.04, 31.65), (118.1, 31.72), (117.58, 31.61), (116.84, 31.48), (115.27, 30.44), (114.13, 30.66), (108.15, 22.59), (108.17, 22.61)]]"
2453,"(113.8, 22.64)","(117.7, 30.74)","[[(113.8, 22.64), (113.81, 22.62), (113.95, 22.9), (113.85, 23.09), (114.88, 25.81), (117.71, 30.73), (117.7, 30.74)]]"
2454,"(110.37, 21.22)","(102.74, 24.96)","[[(110.37, 21.22), (110.33, 21.13), (109.7, 21.02), (109.43, 21.58), (106.65, 23.89), (103.74, 24.54), (102.74, 24.96)]]"
2455,"(109.4, 18.3)","(102.74, 24.96)","[[(109.4, 18.3), (109.4, 18.49), (110.14, 20.01), (110.23, 20.3), (106.65, 23.89), (103.74, 24.54), (102.74, 24.96)]]"
2456,"(112.66, 37.77)","(121.32, 31.2)","[[(112.66, 37.77), (112.23, 37.1), (111.95, 36.66), (113.29, 35.85), (113.84, 34.52), (114.2, 33.37), (115.73, 32.88), (117.3, 31.78), (120.32, 31.59), (121.32, 31.2)]]"
2457,"(87.45, 43.97)","(113.8, 22.64)","[[(87.45, 43.97), (87.51, 43.91), (89.69, 44.42), (96.24, 41.87), (102.81, 41.5), (104.27, 33.36), (104.68, 30.12), (106.79, 26.52), (108.16, 23.82), (113.19, 23.02), (113.48, 22.88), (113.56, 22.53), (113.81, 22.62), (113.8, 22.64)], [(87.45, 43.97), (87.51, 43.91), (91.85, 41.63), (103.62, 36.54), (104.12, 36.28), (104.27, 33.36), (104.68, 30.12), (106.79, 26.52), (108.16, 23.82), (113.19, 23.02), (113.48, 22.88), (113.56, 22.53), (113.81, 22.62), (113.8, 22.64)]]"
2458,"(106.81, 26.55)","(117.39, 39.18)","[[(106.81, 26.55), (108.37, 26.58), (109.45, 28.58), (109.66, 28.65), (109.93, 33.88), (111.03, 34.43), (112.5, 37.56), (115.22, 38.61), (116.09, 38.66), (117.39, 39.18)]]"
2459,"(108.17, 22.61)","(109.3, 27.88)","[[(108.17, 22.61), (108.15, 22.59), (109.15, 23.76), (109.71, 27.45), (109.29, 27.87), (109.3, 27.88)]]"
2460,"(111.3, 30.71)","(110.46, 19.92)","[[(111.3, 30.71), (111.48, 30.56), (115.81, 40.01), (109.43, 21.58), (110.14, 20.01), (110.46, 19.92)]]"
2461,"(117.39, 39.18)","(122.1, 46.21)","[[(117.39, 39.18), (116.57, 40.78), (122.03, 46.19), (122.1, 46.21)]]"
2462,"(124.12, 50.38)","(122.43, 52.93)","[[(124.12, 50.38), (124.12, 50.37), (122.42, 52.92), (122.43, 52.93)]]"
2463,"(106.6, 29.73)","(109.75, 38.36)","[[(106.6, 29.73), (107.05, 30.45), (108.41, 32.08), (108.86, 33.51), (108.85, 34.22), (109.38, 35.78), (109.58, 38.38), (109.75, 38.36)]]"
2464,"(120.41, 31.51)","(121.53, 38.96)","[[(120.41, 31.51), (120.32, 31.59), (120.19, 31.74), (120.29, 35.98), (120.63, 36.93), (120.8, 38.01), (120.99, 38.25), (121.53, 38.96)]]"
2465,"(114.73, 25.83)","(113.75, 34.56)","[[(114.73, 25.83), (114.88, 25.81), (115.65, 27.76), (115.92, 28.43), (115.75, 29.33), (115.27, 30.44), (115.71, 37.72), (114.43, 31.32), (114.45, 33.29), (113.75, 34.56)]]"
2466,"(103.94, 30.58)","(120.94, 32.08)","[[(103.94, 30.58), (105.0, 30.85), (106.19, 30.81), (114.2, 30.78), (119.04, 31.65), (120.28, 32.2), (120.73, 32.17), (120.98, 32.1), (120.94, 32.08)]]"
